ID,mag_name,link_to_assembly,AB_batch,eha_number,GTDB_version,GTDB_release,domain,phylum,class,order,family,genus,species,fastani_ani,closest_placement_ani,closest_placement_af,completeness,contamination,size,GC,N50,coding_density,contigs,number_genes,number_unannotated_genes,DM_batch,host_species,host_order,host_class,locality,country,MAG_url,anno_url,kegg_url,annotated,taxonomy_level,assembly_type,sample_type,gbk_url,kegg_hits,Capture ID,percent_unannotated_genes,percent_unannotated_kegg,dereplicated,metagenomic source,completeness software,binning software,assembly quality,binning parameters,taxonomic identity marker, isolation_source, assembly software,Submission
EHM067929,EHA04781_bin.5.fa,EHA04781,ABB0572,EHA04781,2.3.0,R214,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__Acetatifactor sp021200695,99.34,99.34,0.85,98.56,0.72,1731905,45.00%,71917,0.89,54,,,DMB0167,Trichosurus vulpecula,Diprotodontia,Mammalia,"Green Beach, Tasmania",Australia,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0572/EHA04781_bin.5.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0468701, SD0468901, SD0468801",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM068631,EHA04812_bin.9.fa,EHA04812,ABB0580,EHA04812,2.3.0,R214,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__Acetatifactor sp021200695,99.25,99.25,0.76,56.79,5.90,1996982,51.00%,2725,0.91,744,,,DMB0167,Trichosurus vulpecula,Diprotodontia,Mammalia,"Rocky Cape, Tasmania",Australia,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0580/EHA04812_bin.9.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0466501, SD0466101, SD0466801",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM069175,EHA04808_bin.30.fa,EHA04808,ABB0579,EHA04808,2.3.0,R214,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__Acetatifactor sp021200695,99.18,99.18,0.85,99.60,0.03,2348434,43.00%,55579,0.91,58,2176,357,DMB0167,Trichosurus vulpecula,Diprotodontia,Mammalia,"Ringarooma, Tasmania",Australia,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0579/EHA04808_bin.30.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069175_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069175_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069175.gbk.gz,1208,"SD0468301, SD0468201, SD0468101, SD0468401",16.4,44.5,DMB0167,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM069617,EHA04689_bin.21.fa,EHA04689,ABB0562,EHA04689,2.3.0,R214,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__Acetatifactor sp910585425,97.69,97.69,0.81,84.09,1.75,5334254,55.00%,19372,0.88,393,5014,1361,DMB0169,Rattus rattus,Rodentia,Mammalia,"Lake Mackenzie Road, Tasmania",Australia,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0562/EHA04689_bin.21.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069617_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069617_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM069617.gbk.gz,1791,SD0465401,27.1,64.3,DMB0169,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM070195,EHA04696_bin.205.fa,EHA04696,ABB0563,EHA04696,2.3.0,,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__Acetatifactor sp910585425,97.46,97.46,0.92,56.83,1.25,1992066,57.00%,8388,0.89,321,,,DMB0169,Rattus rattus,Rodentia,Mammalia,"Forth, Tasmania",Australia,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0563/EHA04696_bin.205.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0460601, SD0467101, SD0460501, SD0456501, SD0460001, SD0466601, SD0460101, SD0455801, SD0467401, SD0465401, SD0457401, SD0465801, SD0460401, SD0461801, SD0461401, SD0455501",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM075396,EHA05078_bin.261.fa,EHA05078,ABB0602,EHA05078,2.3.0,,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__Acetatifactor sp910585425,97.38,97.38,0.86,67.86,4.59,3286528,57.00%,6891,0.89,624,2964,738,DMB0173,Rattus rattus,Rodentia,Mammalia,"Forth, Tasmania",Australia,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0602/EHA05078_bin.261.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM075396_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM075396_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM075396.gbk.gz,1102,"SD0460601, SD0467101, SD0460501, SD0456501, SD0460001, SD0466601, SD0460101, SD0455801, SD0467401, SD0465401, SD0457401, SD0465801, SD0460401, SD0461801, SD0461401, SD0455501",24.9,62.8,DMB0173,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM066274,EHA04714_bin.1.fa,EHA04714,ABB0564,EHA04714,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter malorum_A,97.22,97.22,0.89,100.00,0.03,2582008,58.00%,273876,0.90,12,2262,334,DMB0172,Plecotus auritus,Chiroptera,Mammalia,Siemiatycze,Poland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0564/EHA04714_bin.1.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066274_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066274_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066274.gbk.gz,1366,SD0119001,14.8,39.6,DMB0172,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM052292,EHA03500_bin.56.fa,EHA03500,ABB0413,EHA03500,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_C,g__Achromobacter,s__Achromobacter xylosoxidans,95.43,95.43,0.74,58.44,2.28,2431954,65.00%,2460,0.89,978,,,"DMB0125,DMB0134",Natrix astreptophora,Squamata,Reptilia,Arouca,Portugal,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0413/EHA03500_bin.56.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0249101, SD0355501, SD0355501, SD0249101, SD0355501, SD0249101",,,"DMB0125,DMB0134",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM078178,EHA05202_bin.92.fa,EHA05202,ABB0610,EHA05202,2.3.0,,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter beijerinckii,97.71,97.71,0.93,54.87,0.74,1917967,38.00%,2661,0.88,722,1255,0,DMB0174,Salamandra salamandra gallaica,Urodela,Amphibia,Porto,Portugal,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0610/EHA05202_bin.92.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM078178_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM078178_kegg.tsv.gz,true,Species,Coassembly,Skin swab,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM078178.gbk.gz,505,"SD0441301, SD0442601, SD0441201, SD0442301, SD0441401, SD0442401, SD0442501, SD0446601, SD0443801, SD0447601, SD0441901, SD0443001, SD0441601, SD0443101, SD0442801, SD0442001, SD0442101, SD0447101, SD0444101, SD0441801, SD0442901, SD0446201, SD0445801, SD0447501, SD0445701, SD0444301, SD0444801, SD0446001, SD0446301, SD0443201, SD0443901, SD0441701, SD0446401, SD0443601, SD0443301, SD0443701, SD0445901, SD0441501, SD0446101, SD0447301, SD0447401, SD0444401, SD0442701, SD0447001, SD0444601, SD0443501, SD0445401, SD0442201, SD0445601, SD0445501, SD0445001, SD0447201, SD0446501, SD0444001, SD0447601, SD0444201, SD0442201, SD0443301, SD0445301, SD0444701, SD0445101, SD0444901, SD0444501, SD0446501",,59.8,DMB0174,1338477,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM083741,EHA05315_bin.52.fa,EHA05315,ABB0613,EHA05315,2.3.0,,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter beijerinckii,97.77,97.77,0.94,53.86,0.87,1895282,38.00%,2663,0.87,720,,,"DMB0176,DMB0177",Salamandra salamandra gallaica,Urodela,Amphibia,Porto,Portugal,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0613/EHA05315_bin.52.fa.gz,,,false,Species,Coassembly,Skin swab,,,"SD0445101, SD0444901, SD0444501, SD0446501, SD0441301, SD0442601, SD0441201, SD0442301, SD0441401, SD0442401, SD0442501, SD0446601, SD0443801, SD0447601, SD0441901, SD0443001, SD0441601, SD0443101, SD0442801, SD0442001, SD0442101, SD0447101, SD0444101, SD0441801, SD0442901, SD0446201, SD0445801, SD0447501, SD0445701, SD0444301, SD0444801, SD0446001, SD0446301, SD0443201, SD0443901, SD0441701, SD0446401, SD0443601, SD0443301, SD0443701, SD0445901, SD0441501, SD0446101, SD0447301, SD0447401, SD0444401, SD0442701, SD0447001, SD0444601, SD0443501, SD0445401, SD0442201, SD0445601, SD0445501, SD0445001, SD0447201, SD0444001, SD0444201, SD0442201, SD0443301, SD0445301, SD0444701",,,"DMB0176,DMB0177",1338477,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM078083,EHA05202_bin.116.fa,EHA05202,ABB0610,EHA05202,2.3.0,,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter bereziniae,98.02,98.02,0.93,50.52,1.50,2360434,38.00%,2745,0.86,883,1526,1,DMB0174,Salamandra salamandra gallaica,Urodela,Amphibia,Porto,Portugal,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0610/EHA05202_bin.116.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM078083_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM078083_kegg.tsv.gz,true,Species,Coassembly,Skin swab,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM078083.gbk.gz,605,"SD0441301, SD0442601, SD0441201, SD0442301, SD0441401, SD0442401, SD0442501, SD0446601, SD0443801, SD0447601, SD0441901, SD0443001, SD0441601, SD0443101, SD0442801, SD0442001, SD0442101, SD0447101, SD0444101, SD0441801, SD0442901, SD0446201, SD0445801, SD0447501, SD0445701, SD0444301, SD0444801, SD0446001, SD0446301, SD0443201, SD0443901, SD0441701, SD0446401, SD0443601, SD0443301, SD0443701, SD0445901, SD0441501, SD0446101, SD0447301, SD0447401, SD0444401, SD0442701, SD0447001, SD0444601, SD0443501, SD0445401, SD0442201, SD0445601, SD0445501, SD0445001, SD0447201, SD0446501, SD0444001, SD0447601, SD0444201, SD0442201, SD0443301, SD0445301, SD0444701, SD0445101, SD0444901, SD0444501, SD0446501",0.1,60.4,DMB0174,1338477,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM083690,EHA05315_bin.118.fa,EHA05315,ABB0613,EHA05315,2.3.0,,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter bereziniae,98.28,98.28,0.89,54.34,2.48,2516952,38.00%,2754,0.86,930,,,"DMB0176,DMB0177",Salamandra salamandra gallaica,Urodela,Amphibia,Porto,Portugal,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0613/EHA05315_bin.118.fa.gz,,,false,Species,Coassembly,Skin swab,,,"SD0445101, SD0444901, SD0444501, SD0446501, SD0441301, SD0442601, SD0441201, SD0442301, SD0441401, SD0442401, SD0442501, SD0446601, SD0443801, SD0447601, SD0441901, SD0443001, SD0441601, SD0443101, SD0442801, SD0442001, SD0442101, SD0447101, SD0444101, SD0441801, SD0442901, SD0446201, SD0445801, SD0447501, SD0445701, SD0444301, SD0444801, SD0446001, SD0446301, SD0443201, SD0443901, SD0441701, SD0446401, SD0443601, SD0443301, SD0443701, SD0445901, SD0441501, SD0446101, SD0447301, SD0447401, SD0444401, SD0442701, SD0447001, SD0444601, SD0443501, SD0445401, SD0442201, SD0445601, SD0445501, SD0445001, SD0447201, SD0444001, SD0444201, SD0442201, SD0443301, SD0445301, SD0444701",,,"DMB0176,DMB0177",1338477,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM056347,EHA04003_bin.4.fa,EHA04003,ABB0454,EHA04003,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter bereziniae_A,97.50,97.50,0.82,99.99,0.94,4240757,38.00%,48385,0.85,189,4122,952,DMB0149,Ptychohyla hypomykter,Anura,Amphibia,Yoro,Honduras,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0454/EHA04003_bin.4.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM056347_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM056347_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM056347.gbk.gz,2053,SD0396701,23.1,50.2,DMB0149,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM056790,EHA04132_bin.35.fa,EHA04132,ABB0464,EHA04132,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter bereziniae_A,97.56,97.56,0.81,99.98,1.00,4296649,38.00%,42257,0.85,194,,,DMB0149,Ptychohyla hypomykter,Anura,Amphibia,Yoro,Honduras,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0464/EHA04132_bin.35.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0396701, SD0396101, SD0396501, SD0396401, SD0397001, SD0396301, SD0396001, SD0396601",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM070771,EHA04832_bin.4.fa,EHA04832,ABB0584,EHA04832,2.3.0,,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter bohemicus,96.37,96.37,0.89,77.43,3.89,2101995,42.00%,4262,0.91,573,2741,590,DMB0171,Calotriton asper,Urodela,Amphibia,Gipuzkoa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0584/EHA04832_bin.4.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070771_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070771_kegg.tsv.gz,true,Species,Coassembly,Skin swab: dorsal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070771.gbk.gz,1361,"SD0385901, SD0385601, SD0385901, SD0383401, SD0384801, SD0385601, SD0385501, SD0385201, SD0385301, SD0383001, SD0382901, SD0383201, SD0383901, SD0385401, SD0385701, SD0383001, SD0385501, SD0385101, SD0385401, SD0383501, SD0385301, SD0382901, SD0385701, SD0384201, SD0383301, SD0383801, SD0384001, SD0383801, SD0385101, SD0383701, SD0384001, SD0384401, SD0383701",21.5,50.3,DMB0171,,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM066384,EHA04713_bin.6.fa,EHA04713,ABB0564,EHA04713,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter guillouiae,97.41,97.41,0.94,99.97,1.63,4289723,38.00%,29683,0.85,232,4162,944,DMB0172,Plecotus auritus,Chiroptera,Mammalia,Łomża,Poland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0564/EHA04713_bin.6.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066384_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066384_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM066384.gbk.gz,2060,SD0119901,22.7,50.5,DMB0172,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM070763,EHA04832_bin.32.fa,EHA04832,ABB0584,EHA04832,2.3.0,,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter guillouiae,96.42,96.42,0.90,85.52,2.18,3186711,62.00%,3756,0.91,946,4284,1073,DMB0171,Calotriton asper,Urodela,Amphibia,Gipuzkoa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0584/EHA04832_bin.32.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070763_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070763_kegg.tsv.gz,true,Species,Coassembly,Skin swab: dorsal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070763.gbk.gz,2063,"SD0385901, SD0385601, SD0385901, SD0383401, SD0384801, SD0385601, SD0385501, SD0385201, SD0385301, SD0383001, SD0382901, SD0383201, SD0383901, SD0385401, SD0385701, SD0383001, SD0385501, SD0385101, SD0385401, SD0383501, SD0385301, SD0382901, SD0385701, SD0384201, SD0383301, SD0383801, SD0384001, SD0383801, SD0385101, SD0383701, SD0384001, SD0384401, SD0383701",25.0,51.8,DMB0171,,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM085625,EHA05704_bin.1.fa,EHA05704,ABB0642,EHA05704,2.3.0,,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter harbinensis,98.80,98.80,0.99,70.55,0.95,1991461,42.00%,4189,0.86,551,,,,Passer domesticus,Passeriformes,Aves,Hestmannoey,Norway,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0642/EHA05704_bin.1.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0472901, SD0475801, SD0475701, SD0473101, SD0476101, SD0475601, SD0476001, SD0476401",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM052178,EHA03454_bin.37.fa,EHA03454,ABB0409,EHA03454,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter johnsonii,96.14,96.14,0.88,85.16,3.58,2827751,42.00%,4954,0.91,695,2618,675,"DMB0121,DMB0134,DMB0156",Calotriton asper,Urodela,Amphibia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0409/EHA03454_bin.37.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM052178_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM052178_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM052178.gbk.gz,1217,"SD0384401, SD0382901, SD0384401, SD0382901, SD0384401, SD0382901",25.8,53.5,"DMB0121,DMB0134,DMB0156",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM059568,EHA04392_bin.6.fa,EHA04392,ABB0490,EHA04392,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter johnsonii,95.83,95.83,0.90,70.47,1.63,2308586,42.00%,3466,0.87,734,,,DMB0156,Calotriton asper,Urodela,Amphibia,Gipuzkoa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0490/EHA04392_bin.6.fa.gz,,,false,Species,Individual,Faecal,,,SD0385901,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS003
EHM059675,EHA04404_bin.29.fa,EHA04404,ABB0490,EHA04404,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter johnsonii,95.90,95.90,0.70,86.90,4.19,3790823,40.00%,9169,0.86,636,3720,1185,DMB0156,Calotriton asper,Urodela,Amphibia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0490/EHA04404_bin.29.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM059675_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM059675_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM059675.gbk.gz,1515,SD0384201,31.9,59.3,DMB0156,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS003
