genome1,genome2,dist,similarity
GCF_029369685.1_ASM2936968v1_genomic.fna,EHA04575_bin.10.fa,0.024683118,0.9753169
GCA_008679655.1_ASM867965v1_genomic.fna,EHA04575_bin.10.fa,0.025080502,0.9749195
GCA_003464145.1_ASM346414v1_genomic.fna,EHA04575_bin.10.fa,0.009365916,0.9906341
EHA04696_bin.132.fa,EHA04575_bin.10.fa,0.022783816,0.9772162
GCF_003469775.1_ASM346977v1_genomic.fna,EHA04575_bin.10.fa,0.017300606,0.9826994
GCF_018292145.1_ASM1829214v1_genomic.fna,EHA04575_bin.10.fa,0.0075594783,0.9924405
EHA03390_bin.20.fa,EHA04575_bin.10.fa,0.024683118,0.9753169
GCF_003469715.1_ASM346971v1_genomic.fna,EHA04575_bin.10.fa,0.009086072,0.9909139
GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic.fna,EHA04575_bin.10.fa,0.022348404,0.9776516
GCA_022771305.1_ASM2277130v1_genomic.fna,EHA04575_bin.10.fa,0.015454173,0.9845458
EHA00539_bin.6.fa,EHA04575_bin.10.fa,0.019181192,0.9808188
GCA_030844705.1_ASM3084470v1_genomic.fna,EHA04575_bin.10.fa,0.014975905,0.9850241
GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic.fna,EHA04575_bin.10.fa,0.023301423,0.9766986
GCA_022784765.1_ASM2278476v1_genomic.fna,EHA04575_bin.10.fa,0.021639287,0.9783607
GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic.fna,EHA04575_bin.10.fa,0.013550818,0.9864492
EHA03306_bin.55.fa,EHA04575_bin.10.fa,0.014923394,0.9850766
GCA_030844325.1_ASM3084432v1_genomic.fna,EHA04575_bin.10.fa,0.013649583,0.9863504
GCA_030842445.1_ASM3084244v1_genomic.fna,EHA04575_bin.10.fa,0.007706821,0.9922932
EHA04588_bin.13.fa,EHA04575_bin.10.fa,0.015293598,0.9847064
GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,EHA04575_bin.10.fa,0.024762094,0.9752379
EHA03349_bin.40.fa,EHA04575_bin.10.fa,0.018191695,0.9818083
GCA_008680675.1_ASM868067v1_genomic.fna,EHA04575_bin.10.fa,0.021639287,0.9783607
GCA_030839725.1_ASM3083972v1_genomic.fna,EHA04575_bin.10.fa,0.014404893,0.9855951
EHA01845_bin.103.fa,EHA04575_bin.10.fa,0.013898492,0.9861015
GCA_009774835.1_ASM977483v1_genomic.fna,EHA04575_bin.10.fa,0.024525821,0.9754742
GCA_020809955.1_ASM2080995v1_genomic.fna,EHA04575_bin.10.fa,0.0137985945,0.9862014
GCF_003468605.1_ASM346860v1_genomic.fna,EHA04575_bin.10.fa,0.014404893,0.9855951
GCF_019733675.1_ASM1973367v1_genomic.fna,EHA04575_bin.10.fa,0.017831206,0.9821688
EHA01958_bin.190.fa,EHA04575_bin.10.fa,0.014662623,0.9853374
GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic.fna,EHA04575_bin.10.fa,0.014507592,0.9854924
GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic.fna,EHA04575_bin.10.fa,0.020679712,0.9793203
EHA01281_bin.18.fa,EHA04575_bin.10.fa,0.013748825,0.9862512
GCA_030841945.1_ASM3084194v1_genomic.fna,EHA04575_bin.10.fa,0.011000693,0.9889993
GCF_003471825.1_ASM347182v1_genomic.fna,EHA04575_bin.10.fa,0.009165645,0.99083436
GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic.fna,EHA04575_bin.10.fa,0.015293598,0.9847064
EHA03351_bin.43.fa,EHA04575_bin.10.fa,0.0053135157,0.9946865
GCF_003469235.1_ASM346923v1_genomic.fna,EHA04575_bin.10.fa,0.017476082,0.9825239
GCA_030839525.1_ASM3083952v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.04100299,0.958997
EHA04680_bin.8.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.04171157,0.95828843
EHA04575_bin.10.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037938178,0.9620618
GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0,1.0
EHA00535_bin.6.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.041568577,0.9584314
EHA00531_bin.1.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03936559,0.9606344
GCF_003439415.1_ASM343941v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038838804,0.9611612
EHA03376_bin.12.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0383209,0.9616791
GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037435412,0.9625646
GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03819281,0.9618072
GCA_025757725.1_ASM2575772v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0364545,0.9635455
GCF_003437495.1_ASM343749v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03857869,0.9614213
GCF_001405775.1_13414_6_6_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037560284,0.9624397
GCF_003467575.1_ASM346757v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03857869,0.9614213
EHA01439_bin.44.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.035622,0.964378
GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03923309,0.9607669
GCA_022776965.1_ASM2277696v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038838804,0.9611612
GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03538847,0.96461153
GCF_001406015.1_14207_7_71_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.04072398,0.959276
GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03819281,0.9618072
GCF_018288975.1_ASM1828897v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038969576,0.9610304
GCF_022835355.1_ASM2283535v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.04017341,0.9598266
EHA03161_bin.52.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037811697,0.9621883
GCF_018289335.1_ASM1828933v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.039766908,0.9602331
GCF_022835335.1_ASM2283533v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.04017341,0.9598266
GCA_030842705.1_ASM3084270v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.036575377,0.9634246
GCF_018784195.1_ASM1878419v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03923309,0.9607669
EHA05111_bin.128.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.036818624,0.9631814
GCA_014870645.1_ASM1487064v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.036334097,0.9636659
GCA_008679285.1_ASM867928v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.041568577,0.9584314
GCA_030843875.1_ASM3084387v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037560284,0.9624397
EHA00726_bin.13.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037685692,0.9623143
EHA03288_bin.14.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037560284,0.9624397
GCF_003475725.1_ASM347572v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038065195,0.9619348
EHA02500_bin.116.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.041143417,0.9588566
GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.036940873,0.9630591
GCA_022774455.1_ASM2277445v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0371871,0.9628129
EHA00928_bin.90.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0405854,0.9594146
GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037811697,0.9621883
GCF_003459965.1_ASM345996v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.04100299,0.958997
GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.036575377,0.9634246
EHA01202_bin.66.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.04017341,0.9598266
GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0396325,0.9603675
EHA01634_bin.14.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03923309,0.9607669
GCF_002206325.1_ASM220632v2_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038065195,0.9619348
GCF_003468915.1_ASM346891v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0383209,0.9616791
GCF_018784125.1_ASM1878412v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03936559,0.9606344
GCF_018587995.1_ASM1858799v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03819281,0.9618072
GCF_001405935.1_13414_6_56_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037685692,0.9623143
GCA_015060925.1_ASM1506092v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.263022,0.736978
GCF_003474765.1_ASM347476v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03936559,0.9606344
EHA05078_bin.42.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.041143417,0.9588566
GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038449526,0.9615505
GCF_012843465.1_ASM1284346v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.040447474,0.9595525
GCF_020687325.1_ASM2068732v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.040310085,0.9596899
GCF_003472045.1_ASM347204v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03923309,0.9607669
GCF_003464475.1_ASM346447v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.039101124,0.9608989
GCF_029369685.1_ASM2936968v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.040863097,0.9591369
GCA_008679655.1_ASM867965v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.04100299,0.958997
GCA_003464145.1_ASM346414v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.039498806,0.9605012
EHA04696_bin.132.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0405854,0.9594146
GCF_003469775.1_ASM346977v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0405854,0.9594146
GCF_018292145.1_ASM1829214v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0383209,0.9616791
EHA03390_bin.20.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038838804,0.9611612
GCF_003469715.1_ASM346971v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.039498806,0.9605012
GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0371871,0.9628129
GCA_022771305.1_ASM2277130v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.039101124,0.9608989
EHA00539_bin.6.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0412845,0.9587155
GCA_030844705.1_ASM3084470v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038449526,0.9615505
GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.04171157,0.95828843
GCA_022784765.1_ASM2278476v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0383209,0.9616791
GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.035622,0.964378
EHA03306_bin.55.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038969576,0.9610304
GCA_030844325.1_ASM3084432v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03857869,0.9614213
GCA_030842445.1_ASM3084244v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038449526,0.9615505
EHA04588_bin.13.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03923309,0.9607669
GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038449526,0.9615505
EHA03349_bin.40.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.04017341,0.9598266
GCA_008680675.1_ASM868067v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038838804,0.9611612
GCA_030839725.1_ASM3083972v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.04017341,0.9598266
EHA01845_bin.103.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037311018,0.962689
GCA_009774835.1_ASM977483v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.0383209,0.9616791
GCA_020809955.1_ASM2080995v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03857869,0.9614213
GCF_003468605.1_ASM346860v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.03936559,0.9606344
GCF_019733675.1_ASM1973367v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.04243672,0.9575633
EHA01958_bin.190.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.036940873,0.9630591
GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.036214292,0.9637857
GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037063777,0.9629362
EHA01281_bin.18.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.036696672,0.9633033
GCA_030841945.1_ASM3084194v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037685692,0.9623143
GCF_003471825.1_ASM347182v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.039101124,0.9608989
GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037560284,0.9624397
EHA03351_bin.43.fa,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.037560284,0.9624397
GCF_003469235.1_ASM346923v1_genomic.fna,GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,0.038449526,0.9615505
GCA_030839525.1_ASM3083952v1_genomic.fna,EHA00535_bin.6.fa,0.029142082,0.9708579
EHA04680_bin.8.fa,EHA00535_bin.6.fa,0.0287714,0.9712286
EHA04575_bin.10.fa,EHA00535_bin.6.fa,0.028587997,0.971412
GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.041568577,0.9584314
EHA00535_bin.6.fa,EHA00535_bin.6.fa,0.0,1.0
EHA00531_bin.1.fa,EHA00535_bin.6.fa,0.02867949,0.9713205
GCF_003439415.1_ASM343941v1_genomic.fna,EHA00535_bin.6.fa,0.03325808,0.9667419
EHA03376_bin.12.fa,EHA00535_bin.6.fa,0.03481251,0.9651875
GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.026143014,0.973857
GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.031074405,0.9689256
GCA_025757725.1_ASM2575772v1_genomic.fna,EHA00535_bin.6.fa,0.030775785,0.9692242
GCF_003437495.1_ASM343749v1_genomic.fna,EHA00535_bin.6.fa,0.033150196,0.9668498
GCF_001405775.1_13414_6_6_genomic.fna,EHA00535_bin.6.fa,0.03272271,0.9672773
GCF_003467575.1_ASM346757v1_genomic.fna,EHA00535_bin.6.fa,0.031376183,0.9686238
EHA01439_bin.44.fa,EHA00535_bin.6.fa,0.03028518,0.9697148
GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.027777493,0.9722225
GCA_022776965.1_ASM2277696v1_genomic.fna,EHA00535_bin.6.fa,0.025484025,0.974516
GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.029994905,0.9700051
GCF_001406015.1_14207_7_71_genomic.fna,EHA00535_bin.6.fa,0.028496683,0.9715033
GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.031275213,0.9687248
GCF_018288975.1_ASM1828897v1_genomic.fna,EHA00535_bin.6.fa,0.033584177,0.9664158
GCF_022835355.1_ASM2283535v1_genomic.fna,EHA00535_bin.6.fa,0.0334751,0.9665249
EHA03161_bin.52.fa,EHA00535_bin.6.fa,0.028956115,0.9710439
GCF_018289335.1_ASM1828933v1_genomic.fna,EHA00535_bin.6.fa,0.03391409,0.9660859
GCF_022835335.1_ASM2283533v1_genomic.fna,EHA00535_bin.6.fa,0.0334751,0.9665249
GCA_030842705.1_ASM3084270v1_genomic.fna,EHA00535_bin.6.fa,0.030480385,0.9695196
GCF_018784195.1_ASM1878419v1_genomic.fna,EHA00535_bin.6.fa,0.033366382,0.9666336
EHA05111_bin.128.fa,EHA00535_bin.6.fa,0.030480385,0.9695196
GCA_014870645.1_ASM1487064v1_genomic.fna,EHA00535_bin.6.fa,0.030875027,0.969125
GCA_008679285.1_ASM867928v1_genomic.fna,EHA00535_bin.6.fa,0.03272271,0.9672773
GCA_030843875.1_ASM3084387v1_genomic.fna,EHA00535_bin.6.fa,0.027600586,0.9723994
EHA00726_bin.13.fa,EHA00535_bin.6.fa,0.031376183,0.9686238
EHA03288_bin.14.fa,EHA00535_bin.6.fa,0.02970767,0.9702923
GCF_003475725.1_ASM347572v1_genomic.fna,EHA00535_bin.6.fa,0.031074405,0.9689256
EHA02500_bin.116.fa,EHA00535_bin.6.fa,0.027866304,0.9721337
GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.028224707,0.9717753
GCA_022774455.1_ASM2277445v1_genomic.fna,EHA00535_bin.6.fa,0.029517889,0.9704821
EHA00928_bin.90.fa,EHA00535_bin.6.fa,0.02707702,0.972923
GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.03304267,0.96695733
GCF_003459965.1_ASM345996v1_genomic.fna,EHA00535_bin.6.fa,0.027600586,0.9723994
GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.029994905,0.9700051
EHA01202_bin.66.fa,EHA00535_bin.6.fa,0.023376226,0.9766238
GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.029898822,0.9701012
EHA01634_bin.14.fa,EHA00535_bin.6.fa,0.030382574,0.9696174
GCF_002206325.1_ASM220632v2_genomic.fna,EHA00535_bin.6.fa,0.0296126,0.9703874
GCF_003468915.1_ASM346891v1_genomic.fna,EHA00535_bin.6.fa,0.031074405,0.9689256
GCF_018784125.1_ASM1878412v1_genomic.fna,EHA00535_bin.6.fa,0.03293568,0.9670643
GCF_018587995.1_ASM1858799v1_genomic.fna,EHA00535_bin.6.fa,0.032197177,0.9678028
GCF_001405935.1_13414_6_56_genomic.fna,EHA00535_bin.6.fa,0.029423416,0.9705766
GCA_015060925.1_ASM1506092v1_genomic.fna,EHA00535_bin.6.fa,0.23010999,0.76989
GCF_003474765.1_ASM347476v1_genomic.fna,EHA00535_bin.6.fa,0.026904702,0.9730953
EHA05078_bin.42.fa,EHA00535_bin.6.fa,0.026563525,0.9734365
GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.030480385,0.9695196
GCF_012843465.1_ASM1284346v1_genomic.fna,EHA00535_bin.6.fa,0.03391409,0.9660859
GCF_020687325.1_ASM2068732v1_genomic.fna,EHA00535_bin.6.fa,0.029803097,0.9701969
GCF_003472045.1_ASM347204v1_genomic.fna,EHA00535_bin.6.fa,0.030974507,0.9690255
GCF_003464475.1_ASM346447v1_genomic.fna,EHA00535_bin.6.fa,0.032197177,0.9678028
GCF_029369685.1_ASM2936968v1_genomic.fna,EHA00535_bin.6.fa,0.029142082,0.9708579
GCA_008679655.1_ASM867965v1_genomic.fna,EHA00535_bin.6.fa,0.028405726,0.9715943
GCA_003464145.1_ASM346414v1_genomic.fna,EHA00535_bin.6.fa,0.03369367,0.9663063
EHA04696_bin.132.fa,EHA00535_bin.6.fa,0.02622658,0.9737734
GCF_003469775.1_ASM346977v1_genomic.fna,EHA00535_bin.6.fa,0.031886518,0.9681135
GCF_018292145.1_ASM1829214v1_genomic.fna,EHA00535_bin.6.fa,0.031989694,0.9680103
EHA03390_bin.20.fa,EHA00535_bin.6.fa,0.028315127,0.9716849
GCF_003469715.1_ASM346971v1_genomic.fna,EHA00535_bin.6.fa,0.03391409,0.9660859
GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.027424872,0.9725751
GCA_022771305.1_ASM2277130v1_genomic.fna,EHA00535_bin.6.fa,0.030974507,0.9690255
EHA00539_bin.6.fa,EHA00535_bin.6.fa,0.030875027,0.969125
GCA_030844705.1_ASM3084470v1_genomic.fna,EHA00535_bin.6.fa,0.03028518,0.9697148
GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.02681899,0.973181
GCA_022784765.1_ASM2278476v1_genomic.fna,EHA00535_bin.6.fa,0.02681899,0.973181
GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.03067702,0.969323
EHA03306_bin.55.fa,EHA00535_bin.6.fa,0.026394486,0.9736055
GCA_030844325.1_ASM3084432v1_genomic.fna,EHA00535_bin.6.fa,0.02970767,0.9702923
GCA_030842445.1_ASM3084244v1_genomic.fna,EHA00535_bin.6.fa,0.029994905,0.9700051
EHA04588_bin.13.fa,EHA00535_bin.6.fa,0.02681899,0.973181
GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic.fna,EHA00535_bin.6.fa,0.02804488,0.9719551
EHA03349_bin.40.fa,EHA00535_bin.6.fa,0.027424872,0.9725751
GCA_008680675.1_ASM868067v1_genomic.fna,EHA00535_bin.6.fa,0.026394486,0.9736055
