representative_RGP	nb_spots	mod_list	RGP_list
EHA01439_bin.44^_337_RGP_0	1	module_252	EHA01439_bin.44^_337_RGP_0,EHA03376_bin.12^_54_RGP_0
EHA01439_bin.44^_196_RGP_0	1	module_38	EHA01439_bin.44^_196_RGP_0,EHA01958_bin.190^_235_RGP_0,EHA01958_bin.190^_124_RGP_0,EHA02500_bin.116^_71_RGP_0,EHA02500_bin.116^_11_RGP_0,EHA03390_bin.20^_22_RGP_0,EHA04588_bin.13^_268_RGP_0,EHA04680_bin.8^_80_RGP_1,EHA04696_bin.132^_58_RGP_0,EHA05078_bin.42^_94_RGP_0,VSOM01000036.1_RGP_1,JAUUMF010000008.1_RGP_0,JAUUQX010000063.1_RGP_0,CAUADP010000030.1_RGP_0,CAUAVI010000018.1_RGP_1,CAUCSL010000006.1_RGP_0,CAUCZP010000008.1_RGP_3,NZ_CYXP01000002.1_RGP_5,NZ_CZBM01000027.1_RGP_0,NZ_QSHF01000001.1_RGP_8,NZ_QSJN01000002.1_RGP_3,NZ_QSLL01000034.1_RGP_0,NZ_QRPY01000001.1_RGP_2,NZ_WQNY01000014.1_RGP_1,NZ_WQNY01000044.1_RGP_1,NZ_JAASIM010000003.1_RGP_2,NZ_JAJEQK010000008.1_RGP_2
EHA01439_bin.44^_330_RGP_0	0	module_122	EHA01439_bin.44^_330_RGP_0,EHA01634_bin.14^_117_RGP_0,EHA01958_bin.190^_118_RGP_0,QSEH01000073.1_RGP_0,WGVK01000031.1_RGP_1,NZ_QSHF01000014.1_RGP_0,NZ_QSIP01000036.1_RGP_0,NZ_QSJN01000013.1_RGP_0,NZ_QSIV01000054.1_RGP_0,NZ_QRKR01000030.1_RGP_0,NZ_JAFBJB010000015.1_RGP_0,NZ_JAASIM010000003.1_RGP_8
EHA01439_bin.44^_339_RGP_0	1	module_242	EHA01439_bin.44^_339_RGP_0,EHA03376_bin.12^_8_RGP_0,NAMT01000006.1_RGP_6,JAUUMF010000073.1_RGP_0,CATYBK010000028.1_RGP_0,CATYVK010000007.1_RGP_1,CATZAC010000015.1_RGP_0,CAUCZP010000012.1_RGP_1,NZ_CYXP01000002.1_RGP_6
EHA01439_bin.44^_45_RGP_0	1	module_239	EHA01439_bin.44^_45_RGP_0,NAKS01000003.1_RGP_6,JALFGY010000026.1_RGP_0,JAUUMF010000067.1_RGP_0,CAUADP010000098.1_RGP_0,NZ_CYXP01000010.1_RGP_2
EHA01439_bin.44^_55_RGP_0	1	module_240,module_34	EHA01439_bin.44^_55_RGP_0,EHA03376_bin.12^_51_RGP_1
EHA01439_bin.44^_87_RGP_0	0	module_93,module_182,module_124,module_241	EHA01439_bin.44^_87_RGP_0
EHA01439_bin.44^_117_RGP_0	1	module_243	EHA01439_bin.44^_117_RGP_0,EHA03376_bin.12^_33_RGP_2
EHA01439_bin.44^_160_RGP_0	1	module_245	EHA01439_bin.44^_160_RGP_0,EHA03376_bin.12^_32_RGP_1
EHA01439_bin.44^_313_RGP_0	1	module_251	EHA01439_bin.44^_313_RGP_0,EHA01634_bin.14^_259_RGP_0,EHA01958_bin.190^_50_RGP_0,EHA03161_bin.52^_39_RGP_0,EHA03349_bin.40^_165_RGP_0,EHA03390_bin.20^_86_RGP_1,EHA04680_bin.8^_13_RGP_0,WGVK01000005.1_RGP_1,DYUW01000086.1_RGP_0,CAUADP010000060.1_RGP_0,NZ_CP072231.1_RGP_41
EHA01634_bin.14^_162_RGP_0	2	module_257	EHA01634_bin.14^_162_RGP_0,DYUW01000062.1_RGP_0,JALFGY010000034.1_RGP_0,CATZAC010000009.1_RGP_0,NZ_CZBM01000018.1_RGP_0,NZ_CZBM01000002.1_RGP_2
EHA01634_bin.14^_485_RGP_0	1	module_187	EHA01634_bin.14^_485_RGP_0,EHA01634_bin.14^_135_RGP_0,EHA03161_bin.52^_89_RGP_0,EHA03161_bin.52^_83_RGP_0,EHA04575_bin.10^_193_RGP_0,JALFBZ010000049.1_RGP_0,JAUUNC010000004.1_RGP_0,NZ_JABAFE010000001.1_RGP_0
EHA01634_bin.14^_24_RGP_0	0	module_111	EHA01634_bin.14^_24_RGP_0,JAUUQX010000050.1_RGP_0,JAUUNW010000093.1_RGP_0,CAUCSL010000031.1_RGP_0
EHA01634_bin.14^_112_RGP_0	0	module_236,module_255	EHA01634_bin.14^_112_RGP_0,JALFBZ010000033.1_RGP_0,JAUUNW010000064.1_RGP_0
EHA01634_bin.14^_134_RGP_0	0	module_126	EHA01634_bin.14^_134_RGP_0,EHA03288_bin.14^_31_RGP_0,EHA03351_bin.43^_89_RGP_0,EHA04575_bin.10^_187_RGP_0,WGVK01000013.1_RGP_2,CATXLD010000018.1_RGP_2
EHA01634_bin.14^_76_RGP_0	1	module_95	EHA01634_bin.14^_76_RGP_0,EHA03161_bin.52^_56_RGP_0,JALFBZ010000042.1_RGP_0,JALFYO010000003.1_RGP_0,JAUUMF010000001.1_RGP_0,JAUULV010000029.1_RGP_0,JAUUNC010000005.1_RGP_0,CATYBK010000022.1_RGP_0,CAUCSL010000023.1_RGP_0,CAUFBL010000009.1_RGP_0,CAUFLA010000013.1_RGP_0,CAUFQX010000001.1_RGP_0,NZ_CYXP01000003.1_RGP_0,NZ_QSIP01000003.1_RGP_2,NZ_QSLL01000117.1_RGP_0,NZ_QRKR01000004.1_RGP_1
EHA01634_bin.14^_125_RGP_0	0	module_256	EHA01634_bin.14^_125_RGP_0,CAUFNR010000262.1_RGP_0
EHA01634_bin.14^_343_RGP_2	1	module_192	EHA01634_bin.14^_343_RGP_2,NAMT01000011.1_RGP_11,JALFBZ010000020.1_RGP_4,JALFYO010000038.1_RGP_1,JAUUNC010000001.1_RGP_7,CAUFBL010000001.1_RGP_4,CAUFLA010000005.1_RGP_2,CAUFQX010000004.1_RGP_3,NZ_NJFM02000001.1_RGP_58,NZ_QSHF01000014.1_RGP_4,NZ_QSJN01000013.1_RGP_4,NZ_QSIV01000017.1_RGP_3,NZ_QRPA01000016.1_RGP_1,NZ_QRPY01000034.1_RGP_1,NZ_JAJEQK010000033.1_RGP_2
EHA01634_bin.14^_419_RGP_0	1	module_253,module_260	EHA01634_bin.14^_419_RGP_0,EHA03349_bin.40^_331_RGP_0,CATYVK010000020.1_RGP_0
EHA01634_bin.14^_489_RGP_0	1	module_139,module_193	EHA01634_bin.14^_489_RGP_0,NANL01000001.1_RGP_1,JALFBZ010000026.1_RGP_0,CP107196.1_RGP_16,JAUUQX010000009.1_RGP_0,JAUUNC010000020.1_RGP_0,CAUCZP010000010.1_RGP_0,NZ_CYYK01000014.1_RGP_0,NZ_NJFM02000001.1_RGP_16,NZ_JABAFE010000003.1_RGP_2,NZ_CP072210.1_RGP_17
EHA01634_bin.14^_283_RGP_0	1	module_167	EHA01634_bin.14^_283_RGP_0,EHA03161_bin.52^_131_RGP_0,CATYBK010000021.1_RGP_0,NZ_CYXP01000011.1_RGP_0
EHA01634_bin.14^_451_RGP_0	1	module_261,module_93	EHA01634_bin.14^_451_RGP_0,EHA03161_bin.52^_109_RGP_0,JALFBZ010000017.1_RGP_0,JAUUNC010000001.1_RGP_2,CAUHJC010000002.1_RGP_0,NZ_QRXK01000004.1_RGP_2,NZ_QSIP01000021.1_RGP_1,NZ_QRKR01000006.1_RGP_0,NZ_CP120353.1_RGP_19
EHA01634_bin.14^_234_RGP_0	0	module_79,module_259	EHA01634_bin.14^_234_RGP_0,NZ_QSLL01000128.1_RGP_0
EHA01634_bin.14^_98_RGP_0	0	module_253,module_254	EHA01634_bin.14^_98_RGP_0
EHA01634_bin.14^_355_RGP_0	1	module_246	EHA01634_bin.14^_355_RGP_0,EHA03161_bin.52^_42_RGP_0,JALFBZ010000014.1_RGP_0,JAUUNC010000017.1_RGP_0,CAUFNR010000031.1_RGP_0,NZ_CZBM01000031.1_RGP_0,NZ_JABAFE010000011.1_RGP_0,NZ_CP072231.1_RGP_17
EHA01845_bin.103^_56_RGP_0	0	module_262	EHA01845_bin.103^_56_RGP_0
EHA01845_bin.103^_133_RGP_0	0	module_212	EHA01845_bin.103^_133_RGP_0,EHA05111_bin.128^_103_RGP_0
EHA01845_bin.103^_30_RGP_0	2	module_132	EHA01845_bin.103^_30_RGP_0,EHA03349_bin.40^_131_RGP_0,EHA05111_bin.128^_136_RGP_0,NAMT01000009.1_RGP_3,JAUULV010000096.1_RGP_0,JAUUQX010000132.1_RGP_0,JAUUNW010000188.1_RGP_0,CAUCSL010000048.1_RGP_0,NZ_CYYK01000002.1_RGP_2,NZ_CZBM01000020.1_RGP_0,NZ_QSLL01000143.1_RGP_0
EHA01845_bin.103^_126_RGP_0	0	module_56	EHA01845_bin.103^_126_RGP_0,EHA05111_bin.128^_91_RGP_0,CATZPJ010000213.1_RGP_0,CAUADP010000014.1_RGP_0,CAUCSL010000022.1_RGP_0,NZ_QRPY01000009.1_RGP_1
EHA01958_bin.190^_282_RGP_0	2	module_271	EHA01958_bin.190^_282_RGP_0,CATXLD010000005.1_RGP_0,CATYBK010000003.1_RGP_0,CAUADP010000024.1_RGP_0,CAUAVI010000014.1_RGP_0,CAUCAE010000008.1_RGP_1,CAUGMZ010000013.1_RGP_0,NZ_CP072231.1_RGP_34,NZ_JAFBJB010000001.1_RGP_1,NZ_WQNY01000071.1_RGP_0
EHA01958_bin.190^_26_RGP_0	0	module_264	EHA01958_bin.190^_26_RGP_0,WGVK01000022.1_RGP_0,CAUCAE010000020.1_RGP_1,CAUFNR010000152.1_RGP_0,CAUFNR010000034.1_RGP_0,NZ_JAFBJB010000021.1_RGP_0,NZ_WQNY01000050.1_RGP_0
EHA01958_bin.190^_1_RGP_0	1	module_263	EHA01958_bin.190^_1_RGP_0,WGVK01000010.1_RGP_0,CATXLD010000014.1_RGP_0,CATZPJ010000007.1_RGP_0,CAUAVI010000003.1_RGP_0,CAUCAE010000014.1_RGP_0,CAUGMZ010000007.1_RGP_0,NZ_CP072231.1_RGP_18,NZ_JAFBJB010000011.1_RGP_0,NZ_WQNY01000051.1_RGP_0
EHA01958_bin.190^_41_RGP_0	1	module_266	EHA01958_bin.190^_41_RGP_0,WGVK01000024.1_RGP_0,CATYBK010000008.1_RGP_3,CAUAVI010000031.1_RGP_0,CAUCAE010000007.1_RGP_3,CAUCZP010000024.1_RGP_0,CAUFNR010000026.1_RGP_0,CAUGMZ010000017.1_RGP_0,NZ_CP072231.1_RGP_60,NZ_JAFBJB010000007.1_RGP_2,NZ_WQNY01000036.1_RGP_4
EHA01958_bin.190^_61_RGP_0	1	module_199,module_268,module_169	EHA01958_bin.190^_61_RGP_0,CAUHJC010000009.1_RGP_0,NZ_WQNY01000025.1_RGP_0
EHA01958_bin.190^_167_RGP_0	1	module_127	EHA01958_bin.190^_167_RGP_0,WGVK01000017.1_RGP_0,DYUW01000069.1_RGP_0,CAUAVI010000010.1_RGP_0,CAUCAE010000036.1_RGP_0,CAUCSL010000044.1_RGP_0,CAUFNR010000060.1_RGP_0,CAUGMZ010000016.1_RGP_0,NZ_CP072231.1_RGP_58,NZ_JAFBJB010000016.1_RGP_0,NZ_WQNY01000006.1_RGP_0
EHA01958_bin.190^_203_RGP_0	2	module_272	EHA01958_bin.190^_203_RGP_0,EHA03376_bin.12^_9_RGP_0,NAMT01000007.1_RGP_2,NZ_CZBM01000003.1_RGP_2,NZ_QRXK01000024.1_RGP_0,NZ_QRPA01000023.1_RGP_0,NZ_WQNY01000028.1_RGP_1,NZ_JAASIM010000020.1_RGP_0
EHA01958_bin.190^_12_RGP_0	0	module_230	EHA01958_bin.190^_12_RGP_0,WGVK01000019.1_RGP_0,JALFBZ010000027.1_RGP_0,JAUUNC010000033.1_RGP_0,CAUCAE010000022.1_RGP_0
EHA01958_bin.190^_33_RGP_0	0	module_265	EHA01958_bin.190^_33_RGP_0,NANL01000013.1_RGP_0,JAUUMF010000148.1_RGP_0,NZ_QRKE01000017.1_RGP_0,NZ_WQNZ01000044.1_RGP_0
EHA01958_bin.190^_51_RGP_0	0	module_178	EHA01958_bin.190^_51_RGP_0,JAUULV010000162.1_RGP_0,JAUULV010000081.1_RGP_1,CAUFNR010000221.1_RGP_0
EHA01958_bin.190^_99_RGP_0	1	module_244	EHA01958_bin.190^_99_RGP_0,EHA03376_bin.12^_36_RGP_2,WGVK01000002.1_RGP_5,CATXLD010000012.1_RGP_0,CATYVK010000001.1_RGP_5,CAUAVI010000002.1_RGP_1,CAUCAE010000002.1_RGP_2,CAUGMZ010000003.1_RGP_4,NZ_CP072231.1_RGP_53,NZ_JAFBJB010000010.1_RGP_2,NZ_WQNY01000033.1_RGP_2
EHA01958_bin.190^_205_RGP_0	0	module_273	EHA01958_bin.190^_205_RGP_0,CAUGMZ010000034.1_RGP_0
EHA01958_bin.190^_11_RGP_0	2	module_43	EHA01958_bin.190^_11_RGP_0,EHA03288_bin.14^_103_RGP_0,NANL01000008.1_RGP_2,WGVK01000050.1_RGP_0,JAUUSL010000230.1_RGP_0,JAUURM010000015.1_RGP_1,CATXLD010000067.1_RGP_0,CATYBK010000059.1_RGP_0,CATZPJ010000243.1_RGP_0,CAUAVI010000069.1_RGP_0,CAUBHL010000067.1_RGP_0,CAUCAE010000049.1_RGP_0,CAUGMZ010000047.1_RGP_0,NZ_NJFM02000001.1_RGP_20,NZ_QSQS01000024.1_RGP_0,NZ_QRYZ01000031.1_RGP_0,NZ_QSLL01000222.1_RGP_0,NZ_QRKE01000043.1_RGP_0,NZ_QRKR01000026.1_RGP_0,NZ_QRPY01000061.1_RGP_0,NZ_CP072231.1_RGP_23,NZ_CP072254.1_RGP_25,NZ_JAFBJB010000033.1_RGP_0,NZ_WQNY01000022.1_RGP_0,NZ_WQNZ01000145.1_RGP_0,NZ_JAASIM010000022.1_RGP_0
EHA01958_bin.190^_69_RGP_0	0	module_269	EHA01958_bin.190^_69_RGP_0
EHA02500_bin.116^_81_RGP_0	0	module_196,module_281	EHA02500_bin.116^_81_RGP_0
EHA02500_bin.116^_62_RGP_0	0	module_40	EHA02500_bin.116^_62_RGP_0,EHA04680_bin.8^_71_RGP_0
EHA02500_bin.116^_156_RGP_0	0	module_283	EHA02500_bin.116^_156_RGP_0
EHA02500_bin.116^_173_RGP_0	0	module_284	EHA02500_bin.116^_173_RGP_0,NZ_QSLF01000029.1_RGP_0,NZ_QSLL01000115.1_RGP_0,NZ_QRPY01000055.1_RGP_0
EHA02500_bin.116^_187_RGP_0	1	module_286	EHA02500_bin.116^_187_RGP_0,EHA03390_bin.20^_88_RGP_0,EHA04680_bin.8^_79_RGP_0,EHA04696_bin.132^_59_RGP_0,EHA05078_bin.42^_28_RGP_0,NANL01000015.1_RGP_2,DYUW01000076.1_RGP_0,CP107196.1_RGP_26,JAUUNW010000018.1_RGP_0,CAUCSL010000014.1_RGP_0,NZ_NJFM02000001.1_RGP_26,NZ_CP072210.1_RGP_27
EHA02500_bin.116^_70_RGP_1	1	module_279	EHA02500_bin.116^_70_RGP_1,EHA03376_bin.12^_8_RGP_2
EHA02500_bin.116^_121_RGP_0	0	module_11,module_12	EHA02500_bin.116^_121_RGP_0,QSEH01000004.1_RGP_1,JAUUOT010000165.1_RGP_0
EHA02500_bin.116^_138_RGP_0	0	module_282	EHA02500_bin.116^_138_RGP_0
EHA02500_bin.116^_169_RGP_0	1	module_97	EHA02500_bin.116^_169_RGP_0,EHA03349_bin.40^_21_RGP_0,NAKS01000006.1_RGP_7,JALFGY010000032.1_RGP_1,CATYVK010000009.1_RGP_1,CAUADP010000073.1_RGP_0,NZ_QSHF01000006.1_RGP_0,NZ_QSJN01000006.1_RGP_0,NZ_QSIV01000033.1_RGP_0,NZ_QRPY01000012.1_RGP_0
EHA02500_bin.116^_232_RGP_0	1	module_199,module_268	EHA02500_bin.116^_232_RGP_0,DYUW01000105.1_RGP_0,CAUAVI010000060.1_RGP_0,CAUCAE010000019.1_RGP_0,CAUFBL010000034.1_RGP_0,CAUGMZ010000009.1_RGP_0,NZ_JAFBJB010000008.1_RGP_0
EHA02500_bin.116^_0_RGP_0	1	module_194,module_40,module_275	EHA02500_bin.116^_0_RGP_0,CAUBHL010000032.1_RGP_0,NZ_BQOC01000001.1_RGP_9,NZ_BQOD01000001.1_RGP_9
EHA02500_bin.116^_180_RGP_0	0	module_13	EHA02500_bin.116^_180_RGP_0,EHA03351_bin.43^_79_RGP_0,JAUUOT010000294.1_RGP_0,CATZAC010000373.1_RGP_0,CATZPJ010000289.1_RGP_0
EHA02500_bin.116^_45_RGP_1	1	module_195	EHA02500_bin.116^_45_RGP_1,EHA03351_bin.43^_127_RGP_1,EHA03390_bin.20^_39_RGP_3,EHA04696_bin.132^_3_RGP_1,EHA05078_bin.42^_109_RGP_0,VSOM01000030.1_RGP_2,WGVK01000016.1_RGP_2,JALFMD010000052.1_RGP_2,CP107196.1_RGP_54,JAUURM010000018.1_RGP_1,JAUUQX010000058.1_RGP_0,JAUUNW010000056.1_RGP_0,CATXLD010000034.1_RGP_1,CAUAVI010000019.1_RGP_1,CAUCAE010000007.1_RGP_2,CAUCSL010000032.1_RGP_1,CAUFNR010000079.1_RGP_0,CAUGMZ010000024.1_RGP_1,CAUHJC010000005.1_RGP_3,NZ_CYYK01000003.1_RGP_3,NZ_QRYZ01000023.1_RGP_2,NZ_QSHF01000001.1_RGP_14,NZ_QSJN01000004.1_RGP_6,NZ_QSIV01000029.1_RGP_2,NZ_QSLL01000097.1_RGP_0,NZ_QRPY01000037.1_RGP_2,NZ_JABAFE010000013.1_RGP_2,NZ_CP072210.1_RGP_57,NZ_CP072231.1_RGP_59,NZ_CP072254.1_RGP_61,NZ_JAFBJB010000007.1_RGP_3,NZ_WQNY01000004.1_RGP_2
EHA02500_bin.116^_49_RGP_0	0	module_277,module_278	EHA02500_bin.116^_49_RGP_0
EHA02500_bin.116^_70_RGP_0	1	module_280	EHA02500_bin.116^_70_RGP_0,CATXLD010000001.1_RGP_4,CAUADP010000031.1_RGP_0
EHA02500_bin.116^_179_RGP_0	1	module_285	EHA02500_bin.116^_179_RGP_0,EHA04680_bin.8^_4_RGP_1,EHA04696_bin.132^_94_RGP_0,EHA05078_bin.42^_92_RGP_0,NAMT01000005.1_RGP_1,VSOM01000033.1_RGP_0
EHA02500_bin.116^_18_RGP_0	0	module_268	EHA02500_bin.116^_18_RGP_0
EHA02500_bin.116^_22_RGP_0	0	module_276	EHA02500_bin.116^_22_RGP_0,CAUGMZ010000039.1_RGP_0
EHA02500_bin.116^_146_RGP_0	1	module_117	EHA02500_bin.116^_146_RGP_0,EHA03306_bin.55^_380_RGP_0,EHA03376_bin.12^_34_RGP_3,EHA03390_bin.20^_53_RGP_0,EHA04696_bin.132^_106_RGP_0,EHA05078_bin.42^_14_RGP_0,VSOM01000003.1_RGP_4,CATYBK010000024.1_RGP_2,NZ_CZBM01000008.1_RGP_3
EHA03161_bin.52^_143_RGP_0	1	module_127,module_287,module_125,module_79,module_259	EHA03161_bin.52^_143_RGP_0,JALFBZ010000032.1_RGP_0,JAUUNC010000010.1_RGP_0
EHA03161_bin.52^_100_RGP_0	1	module_267,module_256	EHA03161_bin.52^_100_RGP_0,CAUAVI010000028.1_RGP_0,NZ_JAJEQK010000051.1_RGP_0
EHA03161_bin.52^_104_RGP_0	1	module_260,module_253,module_254	EHA03161_bin.52^_104_RGP_0,NANL01000016.1_RGP_1,JALFBZ010000036.1_RGP_0,JAUULV010000054.1_RGP_0,JAUUNC010000027.1_RGP_0,CAUADP010000002.1_RGP_0,NZ_NJFM02000001.1_RGP_12,NZ_QSIP01000001.1_RGP_1,NZ_QRKR01000001.1_RGP_3
EHA03161_bin.52^_127_RGP_0	1	module_131	EHA03161_bin.52^_127_RGP_0,NAKS01000006.1_RGP_4,JALFGY010000032.1_RGP_0,CATZAC010000383.1_RGP_0,CAUCZP010000003.1_RGP_1,NZ_CYXP01000013.1_RGP_0
EHA03288_bin.14^_114_RGP_0	0	module_160	EHA03288_bin.14^_114_RGP_0,EHA03306_bin.55^_52_RGP_0,EHA03351_bin.43^_67_RGP_0,EHA04575_bin.10^_145_RGP_0,EHA04588_bin.13^_95_RGP_0,VSOM01000038.1_RGP_0
EHA03288_bin.14^_7_RGP_0	0	module_51,module_50,module_48	EHA03288_bin.14^_7_RGP_0,EHA03351_bin.43^_31_RGP_0
EHA03288_bin.14^_71_RGP_0	0	module_290	EHA03288_bin.14^_71_RGP_0,EHA03351_bin.43^_62_RGP_0
EHA03288_bin.14^_8_RGP_0	0	module_13,module_12	EHA03288_bin.14^_8_RGP_0,EHA04575_bin.10^_49_RGP_0,EHA04588_bin.13^_143_RGP_0,QSEH01000066.1_RGP_0
EHA03288_bin.14^_123_RGP_0	0	module_110,module_182	EHA03288_bin.14^_123_RGP_0,EHA03351_bin.43^_70_RGP_0,JAUURM010000031.1_RGP_0,NZ_BQOC01000013.1_RGP_0,NZ_BQOD01000005.1_RGP_0
EHA03288_bin.14^_5_RGP_0	0	module_135	EHA03288_bin.14^_5_RGP_0,EHA03351_bin.43^_26_RGP_0,EHA04575_bin.10^_370_RGP_0,JAUUQX010000022.1_RGP_1,CATZPJ010000055.1_RGP_0,CAUCAE010000028.1_RGP_0,CAUCSL010000067.1_RGP_0,CAUFNR010000211.1_RGP_0,NZ_QSLL01000001.1_RGP_0,NZ_QRPY01000026.1_RGP_1,NZ_JAFBJB010000029.1_RGP_0
EHA03288_bin.14^_122_RGP_0	0	module_291	EHA03288_bin.14^_122_RGP_0,EHA03351_bin.43^_38_RGP_0
EHA03288_bin.14^_28_RGP_0	0	module_161	EHA03288_bin.14^_28_RGP_0,EHA03306_bin.55^_338_RGP_0,EHA03351_bin.43^_105_RGP_1,EHA04575_bin.10^_374_RGP_0,EHA04588_bin.13^_307_RGP_0,VSOM01000032.1_RGP_0
EHA03288_bin.14^_63_RGP_1	1	module_289	EHA03288_bin.14^_63_RGP_1,EHA03306_bin.55^_105_RGP_0,EHA03351_bin.43^_21_RGP_1,EHA04575_bin.10^_210_RGP_0,DYUW01000036.1_RGP_0,CAUGMZ010000015.1_RGP_0,NZ_NJFM02000001.1_RGP_32
EHA03288_bin.14^_93_RGP_0	1	module_110	EHA03288_bin.14^_93_RGP_0,EHA04680_bin.8^_77_RGP_0,EHA04696_bin.132^_13_RGP_0,EHA05078_bin.42^_2_RGP_0,VSOM01000002.1_RGP_0,CATYBK010000001.1_RGP_1,NZ_JAJEQK010000011.1_RGP_0
EHA03288_bin.14^_55_RGP_0	1	module_71	EHA03288_bin.14^_55_RGP_0,EHA03351_bin.43^_126_RGP_0,EHA03390_bin.20^_102_RGP_1,EHA04680_bin.8^_19_RGP_1,QSEH01000005.1_RGP_1,NAMT01000011.1_RGP_15,VSOM01000001.1_RGP_2,JALFMD010000011.1_RGP_1,JALFYO010000007.1_RGP_1,JAUUSL010000005.1_RGP_0,CAUBHL010000013.1_RGP_0,CAUFQX010000001.1_RGP_3,NZ_CYXP01000003.1_RGP_3,NZ_QSQS01000010.1_RGP_2,NZ_QRYZ01000003.1_RGP_3,NZ_QSHF01000004.1_RGP_2,NZ_QSIP01000003.1_RGP_0,NZ_QSJN01000005.1_RGP_2,NZ_QSIV01000009.1_RGP_1,NZ_QSLF01000005.1_RGP_2,NZ_QRKE01000009.1_RGP_1,NZ_QRPA01000021.1_RGP_1,NZ_QRPY01000018.1_RGP_0,NZ_CP072254.1_RGP_59,NZ_WQNZ01000008.1_RGP_1
EHA03288_bin.14^_62_RGP_0	1	module_176	EHA03288_bin.14^_62_RGP_0,EHA03351_bin.43^_44_RGP_0,NAKS01000002.1_RGP_7,CATXLD010000059.1_RGP_0,NZ_QSLL01000022.1_RGP_1,NZ_CP072231.1_RGP_25
EHA03306_bin.55^_111_RGP_0	0	module_11	EHA03306_bin.55^_111_RGP_0,EHA04575_bin.10^_131_RGP_0,EHA04588_bin.13^_372_RGP_0,CAUFBL010000028.1_RGP_0
EHA03306_bin.55^_143_RGP_0	1	module_294	EHA03306_bin.55^_143_RGP_0,JALFYO010000020.1_RGP_1,CAUFBL010000040.1_RGP_0
EHA03306_bin.55^_104_RGP_0	0	module_292,module_203,module_293	EHA03306_bin.55^_104_RGP_0
EHA03306_bin.55^_179_RGP_0	1	module_61	EHA03306_bin.55^_179_RGP_0,EHA03390_bin.20^_76_RGP_0,EHA03390_bin.20^_99_RGP_0,EHA04588_bin.13^_434_RGP_0,EHA04680_bin.8^_9_RGP_0,EHA05078_bin.42^_91_RGP_0,NAMT01000010.1_RGP_0,NAKS01000002.1_RGP_9,VSOM01000046.1_RGP_0,JALFGY010000020.1_RGP_0,JALFYO010000035.1_RGP_0,JAUUMF010000227.1_RGP_0,JAUUOT010000184.1_RGP_0,CATYBK010000002.1_RGP_1,CATYVK010000030.1_RGP_1,CATZAC010000155.1_RGP_0,CATZCB010000005.1_RGP_1,CAUFLA010000007.1_RGP_0,CAUFNR010000043.1_RGP_0,CAUFQX010000003.1_RGP_1,NZ_CYXP01000001.1_RGP_4,NZ_CZBM01000001.1_RGP_2,NZ_QRXK01000014.1_RGP_1,NZ_QRPA01000001.1_RGP_1,NZ_CP072231.1_RGP_16,NZ_JAJEQK010000040.1_RGP_0,NZ_JAJEQK010000063.1_RGP_0,NZ_CP120353.1_RGP_24
EHA03351_bin.43^_55_RGP_0	2	module_298	EHA03351_bin.43^_55_RGP_0,NZ_QSJN01000002.1_RGP_0,NZ_CP072231.1_RGP_36
EHA03376_bin.12^_6_RGP_0	0	module_300,module_301	EHA03376_bin.12^_6_RGP_0
EHA03376_bin.12^_27_RGP_0	0	module_304	EHA03376_bin.12^_27_RGP_0
EHA03376_bin.12^_34_RGP_0	1	module_2,module_28,module_56,module_5,module_54,module_308,module_309,module_30,module_310	EHA03376_bin.12^_34_RGP_0
EHA03376_bin.12^_16_RGP_0	1	module_303,module_38,module_94,module_130	EHA03376_bin.12^_16_RGP_0
EHA03376_bin.12^_4_RGP_0	1	module_299	EHA03376_bin.12^_4_RGP_0,NAKS01000002.1_RGP_12,CAUCZP010000009.1_RGP_0,NZ_QRXK01000013.1_RGP_1,NZ_CP120353.1_RGP_37
EHA03376_bin.12^_43_RGP_0	1	module_315	EHA03376_bin.12^_43_RGP_0,CATYVK010000016.1_RGP_1,NZ_QRXK01000002.1_RGP_0,NZ_JAJEQK010000029.1_RGP_0,NZ_CP120353.1_RGP_18
EHA03376_bin.12^_39_RGP_2	2	module_313	EHA03376_bin.12^_39_RGP_2,CATYBK010000005.1_RGP_1
EHA03376_bin.12^_19_RGP_0	1	module_93,module_124	EHA03376_bin.12^_19_RGP_0
EHA03376_bin.12^_28_RGP_0	1	module_229,module_218	EHA03376_bin.12^_28_RGP_0,WGVK01000012.1_RGP_0,JAUUQX010000069.1_RGP_0,CATXLD010000013.1_RGP_1,CAUAVI010000011.1_RGP_0,CAUCAE010000003.1_RGP_2,CAUCSL010000009.1_RGP_1,CAUFNR010000208.1_RGP_0,NZ_CYYK01000010.1_RGP_2,NZ_CP072210.1_RGP_24,NZ_CP072231.1_RGP_20,NZ_JAFBJB010000005.1_RGP_1
EHA03376_bin.12^_49_RGP_1	1	module_318	EHA03376_bin.12^_49_RGP_1,EHA04680_bin.8^_4_RGP_3,EHA04696_bin.132^_42_RGP_1,EHA05078_bin.42^_42_RGP_1
EHA03376_bin.12^_33_RGP_0	0	module_306	EHA03376_bin.12^_33_RGP_0
EHA03376_bin.12^_39_RGP_1	0	module_311,module_101,module_312	EHA03376_bin.12^_39_RGP_1
EHA03376_bin.12^_7_RGP_0	1	module_302	EHA03376_bin.12^_7_RGP_0,NAMT01000002.1_RGP_7,CATYBK010000050.1_RGP_0
EHA03376_bin.12^_39_RGP_3	0	module_114	EHA03376_bin.12^_39_RGP_3
